id,P002079,P002080,P002081,P002082,P002083,P002084,P002085
d86f6c8ec22144d2b69e32edb367d3de,tvāṃ sattveṣu na dāsyāmi yadi nāma pramodataḥ |tvaṃ māṃ narakapāleṣu pradāsyasi na saṃśayaḥ ||171||,汝有情不與 雖名不散亂是故如以人 付獄卒不殊,གལད་ཏེ་བག་མྱེད་གྱུརད་ནས་ཁྱོད་། ། སེམས་ཅན་རྣམས་ལ་མ་བྱིན་ན་། །ཁྱོད་ཀྱིས་ཁོ་བོ་དམྱལ་བ་ཡི་། ། སྲུངས་མ༤༡རྣམས་ལ་བྱིན་དུ་ངེས་། །༼༨༣༽༤༢,གལ་ཏེ་བག་མེད་གྱུར་ནས་ཁྱོད་། ། སེམས་ཅན་རྣམས་ལ་མ་བྱིན་ན་། །ཁྱོད་ཀྱིས་ཁོ་བོ་དམྱལ་བ་ཡི་། ། སྲུང་མ་རྣམས་ལ་བྱིན་དུ་ངེས་། །,,"« Car si j’étais assez fou pour ne pas te livrer aux créatures, c’est toi, je n’en doute pas, qui me livrerais aux démons gardiens des enfers.","For if through heedlessness I deliver thee not over to my fellow-creatures, thou wilt doubtless deliver me to the warders of hell."
c08eac2d0455465e942dfb8b62f54cb1,"evaṃ cānekadhā dattvā(207,2: dattvā; V: datvā) tvayāhaṃ vyathitaś ciram |nihanmi svārthaceṭaṃ tvāṃ tāni vairāṇy anusmaran ||172||",獄中種種事 被害亦長久此得爲自利 怨念彼不生,དེ་ལྟར་ཁྱོད་ཀྱིས་རེ་ལྟ་ཞིག་། ། ཁོ་བོ་བྱིན་པས་ཡུན་རིང་སྡུག་། །ད་ནི་ཁོན་རྣམས་དྲན་བྱས་སྟེ་། ། ཁྱོད་ཀྱི་རང་དོན་སེམས་པ་གཞོམ་། །༼༨༤༽,དེ་ལྟར་ཁྱོད་ཀྱིས་རེ་ལྟ་ཞིག་། ། ཁོ་བོ་བྱིན་པས་ཡུན་རིངས་སྡུག་། །ང་ནི་ཁོན་རྣམས་དྲན་བྱས་ཏེ་། ། ཁྱོད་ཀྱིས་རང་དོན་སེམས་པ་གཞོམ་། །,,"« Combien de fois m’as-tu déjà livré à ces bourreaux et pour quelles longues tortures ! Je me souviens de ta cuelle inimitié, et je t’écrase, ô moi, esclave de l’intérêt propre ! »","Many times has thou thus betrayed me, and long have I been racked; remembering these deeds of enmity, I will destroy thee, thou slave of self-seeking.”"
eedb4e55ede34d31b4b596a1de9b5d62,na kartavyātmani prītir yady ātmaprītir asti te |yady ātmā rakṣitavyo ’yaṃ rakṣitavyo na yujyate ||173||,不作於自愛 而自愛得有若見自護持 護持不實故,དེ་སྟེ་བདག་ནི་དགའ་འདོད་ན་། ། རང་ལ་བདག་གིས་དགའར་མྱི་བྱ་། །དེ་སྟེ་བདག་ཉིད་སྲུང་འདོད་ན་། ། གཞན་ལ་རྟག་དུ་བསྲུང་བར་བྱ་། །༼༨༥༽,དེ་སྟེ་བདག་ནི་དགའ་འདོད་ན་། ། རང་ལ་བདག་གིས་དགར་མི་བྱ་། །དེ་སྟེ་བདག་ནི་བསྲུང་འདོད་ན་། ། གཞན་དག་རྟག་ཏུ་བསྲུང་བར་བྱ་། །,,"Si je m’aime véritablement, il ne faut pas m’aimer! Si je veux me sauvegarder, il ne faut pas me sauvegarder!","If thou lovest thyself, thou must have no love of self; if thou wouldst save thyself, thou dost not well to be saving of self."
092b0f64ab0e4525abf767f88e3e6ad7,yathā yathāsya kāyasya kriyate paripālanam |sukumārataro bhūtvā pataty eva tathā tathā ||174||,此身乃如如 而作於守護得上品柔軟 到此亦復然,-,ཇི་ལྟ་ཇི་ལྟར་ལུས་འདི་ནི་། ། ཡོངས་སུ་སྐྱོང་བར་བྱེད་གྱུར་པ་། །དེ་ལྟ་དེ་ལྟར་ཤིན་ཏུ་ནི་། ། བཟེ་རེ་ཅན་གྱུར་ཉིད་དུ་ལྷུང་། །,,"Plus tu fais pour épargner au corps la souffrance, plus tu le rends sensible et plus bas tu le fais tomber.","The more heedfully the body is guarded, the sorer are its sufferings and the deeper its fall."
8f978fdc018542b583e29baeb9cafef5,asyaivaṃ patitasyāpi sarvāpīyaṃ vasuṃdharā |nālaṃ pūrayituṃ vāñchāṃ tat ko ’syecchāṃ kariṣyati ||175||,若此而得到 如地一切受若不能圓滿 何人求用意,-,དེ་ལྟར་ལྷུང་བ་དེ་ཡི་ཡང་། ། འདོད་པ་ས་འདི་ཐམས་ཅད་ཀྱིས་། །རྫོགས་པར་ནུས་པ་ཡོད་མིན་ན་། ། དེ་ཡི་འདོད་པ་སུས་བྱེད་ནུས་། །,,"Mais, malgré sa chute et sa bassesse, le monde entier ne pourrait apaiser sa soif de jouissances;—et qui réalisera ses désirs ?","But despite its fall, the whole earth cannot satisfy the lust of the flesh; who can do its will?"
b86cc2b1f5de47b59671f508592e93aa,aśakyam icchataḥ kleśa āśābhaṅgaś ca jāyate |nirāśo yas tu sarvatra tasya saṃpad ajīrṇikā ||176||,愛心之煩惱 而不能破得如彼久富貴 不能求一切,-,ནུས་མེད་འདོད་པ་ཉོན་མོངས་དང་། ། བསམ་པ་ཉམས་པའང་སྐྱེ་བར་འགྱུར་། །གང་ཞིག་ཀུན་ལ་ལྟོས་མེད་པ་། ། དེ་ཡི་ཕུན་ཚོགས་ཟད་མི་ཤེས་། །,,Or le désir de l’impossible entraîne après lui la désillusion et la haine. Celui qui est sans espoir possède une félicité qui ne peut vieillir.,To him who longs for the impossible come guilt and bafflement of desire; but he who is utterly without desire has a happiness that ages not.
bc32372aa2044f31b8d719cd6b174100,tasmān na prasaro deyaḥ kāyasyecchābhivṛddhaye |bhadrakaṃ nāma tad vastu yad iṣṭatvān na gṛhyate ||177||,若貪於他物 不受於賢名是故求增勝 身心不放逸,-,དེ་བས་ལུས་ཀྱི་འདོད་པ་ནི་། ། འཕེལ་ཕྱིར་སྐབས་དབྱེ་མི་བྱ་སྟེ་། །གང་ཞིག་ཡིད་འོང་མི་འཛིན་པ་། ། དེ་ནི་དངོས་པོ་བཟང་པོ་ཡིན་། །,,Ne lâchez pas la bride aux désirs du corps. Cela seul est bon qui n’est pas conçu comme désirable.,Then give no room for the lust of the flesh to swell; blessed indeed is the thing that is not imagined for the sake of pleasantness.
0df7aa100f374936aa84182af6443f32,bhasmaniṣṭhāvasāneyaṃ niśceṣṭānyena cālyate |aśucipratimā ghorā kasmād atra mamāgrahaḥ ||178||,彼愛終滅盡 此動此不覺諸惡不淨身 此我云何執,-,ཐ་མར་ཐལ་བའི་མཐར་གཏུགས་ཤིང་། ། མི་གཡོ་གཞན་གྱིས་བསྐྱོད་བྱ་བ་། །མི་གཙང་གཟུགས་ནི་མི་བཟད་པ་། ། འདི་ལ་ཅི་ཕྱིར་བདག་ཏུ་འཛིན་། །,,Qu’est-ce que le corps?—Il finira par n’être que cendres ; c’est une masse inerte qu’un autre met en mouvement ; c’est un amoncellement d’immondices. Pourquoi donc y placer mon « moi » ?,"The body is a motionless thing stirred by something without, and ending in ashes, a loathsome frame of foulness; why do I cling to it?"
6dfea00551f54b2e9286c75c5a355dab,kiṃ mamānena yantreṇa jīvinā vā mṛtena vā |loṣṭādeḥ ko viśeṣo ’sya hāhaṃkāraṃ na naśyasi ||179||,我此身云何 雖活而必死與土而無異 我見何不破,-,གསོན་ནམ་ཡང་ན་ཤི་ཡང་བླའི་། ། བདག་ལ་འཁྲུལ་འཁོར་འདིས་ཅི་བྱ་། །བོང་སོགས་འདི་ཁྱད་ཅི་ཡོད་ན་། ། ཀྱི་ཧུད་ང་རྒྱལ་སེལ་མི་བྱེད་། །,,"Vivante ou décomposée, cette machine ne peut me servir à rien. Quelle différence entre le corps et une masse de terre ou de bois ? Il faut que le sentiment du « moi » ait la vie bien dure!","What have I to do with this machine, alive or dead? What distinguishes it from such things as clods of earth? Alas, O thought of self, thou wilt not die!"
549ac614752646caadf5b1798b675a0e,śarīrapakṣapātena vṛthā duḥkham upārjyate |kim asya kāṣṭhatulyasya dveṣeṇānunayena vā ||180||,爲此不實身 虛受於苦惱何更於無情 復起於瞋怒,-,ལུས་ཀྱི་ཁ་ཏ་བྱས་པ་ཡིས་། ། དོན་མེད་སྡུག་བསྔལ་ཉེར་བསགས་ནས་། །རྗེས་སུ་ཆགས་དང་ཁོང་ཁྲོ་བ་། ། ཤིང་མཚུངས་འདི་ལ་ཅི་ཞིག་བྱ་། །,,"Complice et ami de mon corps, je l’ai été pour mon malheur, sans aucun profit ; que ce mannequin soit content ou mécontent, voilà bien une belle affaire !","Through complicity with the flesh I win sorrow, all to no purpose; it is no better than a thing of wood, and what should avail its hatred or its kindness?"
59955d70c7094507b2e646a3db6fc911,mayā vā pālitasyaivaṃ gṛdhrādyair bhakṣitasya vā |na ca sneho na ca dveṣas tatra snehaṃ karomi kim ||181||,我今徒育養 終爲豺鷲食至此無愛瞋 彼愛何能立,-,བདག་གིས་འདི་ལྟར་བསྐྱངས་པ་འམ་། ། བྱ་རྒོད་སོགས་ཀྱིས་ཟོས་ཀྱང་རུང་། །ཆགས་མེད་ཞེ་སྡང་ཡོད་མིན་ན་། ། ཅི་སྟེ་དེ་ལ་ཆགས་པར་བྱེད་། །,,M’aime-t-il quand je me fais son défenseur ? hait-il les vautours qui le dévorent ? C’est donc une folie que l’aimer.,"It feels no love when I guard it, no hate when vultures devour it; then why do I love it?"
f45b413b4e414d90aa1fc8b68ffeb4cf,roṣo yasya khalīkārāt toṣo yasya ca pūjayā |sa eva cenna jānāti śramaḥ kasya kṛtena me ||182||,若彼住瞋怒 當歡喜供養彼如是不知 何爲作辛苦,-,གང་ཞིག་སྨོད་པས་ཁྲོ་བ་དང་། ། གང་ཞིག་བསྟོད་པས་མགུ་འགྱུར་བ་། །གལ་ཏེ་དེ་ཉིད་ཤེས་མེད་ན་། ། བདག་གིས་གང་གི་ངལ་བ་བྱས་། །,,"Je suis furieux quand on le maltraite, joyeux quand on l’honore. Puisque lui-même n’en sait rien, à quoi bon me mettre en peine ?","I am angered when it is treated with scorn, delighted when it is honoured, but if it has no knowledge, to what end is my toil?"
4dbe837c148f49529850f64627355cdd,imaṃ ye kāyam icchanti te ’pi me suhṛdaḥ kila |sarve svakāyam icchanti te ’pi kasmān na me priyāḥ ||183||,我今愛此身 乃爲我所親一切愛自身 云何我不愛,-,གང་ཞིག་ལུས་འདི་འདོད་འགྱུར་བ་། ། དེ་དང་བདག་བཤེས་ཡིན་ཞེ་ན་། །ཐམས་ཅད་རང་གི་ལུས་འདོད་པས་། ། དེ་ལ་བདག་གོ་ཅིས་མི་དགའ་། །,,"Ceux qui aiment ce corps cu-on dit être mien, je les considère, n’est-il pas vrai, comme mes amis : mais tous les hommes aiment leur corps, il convient donc que je les aime.","My friends, forsooth, are they who wish well to this body; but all men wish well to their own flesh, and why are not they also my friends?"
140ded374c2f4d66bab7f30fa6fb4c72,tasmān mayānapekṣeṇa kāyas tyakto jagaddhite |ato ’yaṃ bahudoṣo ’pi dhāryate karmabhāṇḍavat ||184||,是故我捨身 爲捨於世間觀此多過咎 喻如持業器,-,དེ་བས་བདག་གིས་ཆགས་མེད་པར་། ། འགྲོ་ལ་ཕན་ཕྱིར་ལུས་གཏང་བྱ་། །དེས་ན་འདི་ལ་ཉེས་མང་ཡང་། ། ལས་ཀྱི་སྤྱད་བཞིན་གཟུང་བར་བྱ་། །,,"J’ai donc, sans réserve, avandonné mon corps au profit des êtres ; et si je continue à le porter, malgré ses vices, c’est comme instrument d’action.","So I have surrendered my body indifferently for the weal of the world; it is but an instrument of work that I still bear it, with all its guilt."
ba7002605fa84a7a9c80cac5a05b4093,tenālaṃ lokacaritaiḥ paṇḍitān anuyāmy aham |apramādakathāṃ smṛtvā styānamiddhaṃ nivārayan ||185||,彼業世間行 我去而隨身靜念不散亂 當斷於無明,དེ་བས་བྱིས་བའི་སྤྱོད་པས་ཆོག་། ། བདག་གིས་མཁས་པའི་རྗེས་བསྙན་སྟེ་། །བག་ཡོད་གཏམ་ནི་དྲན་བྱས་ནས་། ། གཉིད་དང་རྨུགས་པ་བཟློག་པར་བྱ་། །༼༥༦༽,དེ་བས་ཕྱིས་པའི་སྤྱོད་པས་ཆོག་། ། བདག་གིས་མཁས་པའི་རྗེས་བསྙགས་ཏེ་། །བག་ཡོད་གཏམ་ནི་དྲན་བྱས་ནས་། ། གཉིད་དང་རྨུགས་པ་བཟློག་པར་བྱ་། །,,"Je renonce aux pratiques du monde et je marche dans le chemin qu’ont suivi les Saints; je me souviens du « Sermon sur l’attention »; je secoue la langeur et la paresse,","Enough then of worldly ways! I follow in the path of the Wise, remembering the Discourse upon Heedfulness and putting away sloth."
2ccdf4cef1c940dbb784a53718a7b2b2,,,རྒྱལ་སྲས་ཐུགས་རྗེ་ཆེ་རྣམས་ལ་། ། རིགས་པའི་སྲན་ནི་གཟུགས་བྱ་སྟེ་། །ཉིན་མཚན་ཁྱད་པར་མ་འབབ་ན་། ། བདག་གི་སྡུག་བསྣལ་ནམ་མཐརད་ཕྱིནད་། །༼༥༧༽,རྒྱལ་སྲས་ཐུགས་རྗེ་ཆེ་རྣམས་ལྟར་། ། རིགས་པའི་སྲན་ནི་གཟུགས་བྱ་སྟེ་། །ཉིན་མཚན་ཕྱད་པར་མ་འབད་ན་། ། བདག་གི་སྡུག་བསྔལ་ནམ་མཐར་ཕྱིན་། །,,,"Just like the compassionate Sons of the Conqueror, I shall patiently accept what I have to do; for if I do not make a constant effort day and night, when will my misery ever come to an end?"
a4559c7789c74cc6a1c1096c55ff6aa4,tasmād āvaraṇaṃ hantuṃ samādhānaṃ karomy aham |vimārgāc cittam ākṛṣya svālambananirantaram ||186||,是故破煩惱 我處於禪定邪道不牽心 自名最上住,དེ་བས་བསྒྲིབ་པ་བསལ་བྱའི་ཕྱིརད་། ། ལོག་པའི་ལམ་ལས་སེམས་བླནད་ཏེ་། །ཡང་དག་དམྱིགས་ལ་རྟག་པར་ཡང་། ། བདག་གིས་མཉམ་བར་བཞག་པར་བྱ་། །༼༥༨༽,དེ་བས་སྒྲིབ་པ་བསལ་བའི་ཕྱིར་། ། ལོག་པའི་ལམ་ལས་སེམས་བླན་ཏེ་། །ཡང་དག་དམིགས་ལ་རྟག་པར་ཡང་། ། བདག་གིས་མཉམ་པར་གཞག་པར་བྱ་། །,,"et, pour n’avoir plus à les redouter, je fixe ma pensée ; je la retire des mauvaises voies et je l’applique étroitement à ce qui doit être son objet.","To overcome the power of darkness I concentre my thought, drawing the spirit away from vain paths and fixing it straightly upon its stay."
f2d2a6f52f5047fb96445d5db4d234b3,bodhicaryāvatāre dhyānapāramitā aṣṭamaḥ paricchedaḥ ||,菩提心靜慮般若波羅蜜多品第六,བྱང་ཅུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་། ། བསམ་གཏན་བསྟནད་པ་ཞེས་བྱ་བ་སྟེ་། ། ལེའུ་བདུན་པའོ་༎,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ་ལས་། ། བསམ་གཏན་བསྟན་པ་ཞེས་བྱ་བ་སྟེ་ལེའུ་བརྒྱད་པའོ་༎,,Chapitre VIII: Vertu de méditation ou de recueillement,Chapter VIII: The Perfect Contemplation
0ad8d4af8309444284dcf85871a230c0,,菩提行經卷第三菩提行經卷第四聖龍樹菩薩集頌 西天中印度惹爛馱囉國密林 寺三藏明教大師賜紫沙門臣 天息災奉 詔譯 2,-,-,,,
be58451a37bc4a1eabe9d404c38595a1,imaṃ parikaraṃ sarvaṃ prajñārthaṃ hi munir jagau |tasmād utpādayet prajñāṃ duḥkhanivṛttikāṅkṣayā ||1||,如來智慧仁 爲一切世間令求遠離苦 是故智慧生,བསྡོག་པ་འདི་དག་ཐམས་ཆད་ཀྱང་། ། བདག་དང་བཞན་གྱི་ཤེས་རབ་དོན་། །དེ་བས་མྱ་ངན་འདས་པ་དང་། ། བདེ་བ་འདོད་པས་ཤེས་རབ་སྐྱེད་། །༼༡༽,༎ ཡན་ལག་འདི་དག་ཐམས་ཅད་ནི་། ། ཐུབ་པས་ཤེས་རབ་དོན་དུ་གསུངས་། །དེ་ཡི་ཕྱིར་ན་སྡུག་བསྔལ་དག་། ། ཞི་བར་འདོད་པས་ཤེས་རབ་བསྐྱེད་། །,,"Le Bouddha a enseigné que tout cet ensemble de vertus , charité, moralité, patience, force, recueillement, a pour but la science : celui qui désire la délivrance de la douleur doit donc produire en lui-même la science.",All this equipment the Sage has ordained for the sake of wisdom; so he that seeks to still sorrow must get him wisdom.
e387782761514948975b8e44d6940822,saṃvṛtiḥ paramārthaś ca satyadvayam idaṃ matam |buddher agocaras tattvaṃ buddhiḥ saṃvṛtir ucyate ||2||,眞如及世間 今說此二法知佛眞如故 說法而智慧,དོན་དམ་པ་དང་ནི་ཀུན་རྫོབ་སྟེ་། ། འདི་ནི་བདེན་པ་གཉིས་སུ་བཤད་། །དོན་དམ་བློའི་སྤྱོད་ཡུལ་མྱིན་། ། བློ་དང་སྒྲ་ནི་ཀུན་རྫོབ་ཡིན་། །༼༢༽,ཀུན་རྫོབ་དང་ནི་དོན་དམ་སྟེ་། ། འདི་ནི་བདེན་པ་གཉིས་སུ་འདོད་། །དོན་དམ་བློ་ཡི་སྤྱོད་ཡུལ་མིན་། ། བློ་ནི་ཀུན་རྫོབ་ཡིན་པར་བརྗོད་། །,,"On distingue deux vérités et deux ordres de choses vraies qui y correspondent : la vérité erronée, ou du monde, à laquelle correspond ce que voient comme vrai ceux qui sont dans l’erreur ; la vérité vraie à laquelle correspond la réalité : la réalité dépasse le domaine de l’intelligence ; l’intelligence se meut dans l’ordre de l’erreur.","We deem that there are two verities, the Veiled Truth and the Transcendent Reality. The Reality is beyond the range of the understanding; the understanding is called Veiled Truth."
c9dbe8355c7e4149a5f94f2b95394215,tatra loko dvidhā dṛṣṭo yogī prākṛtakas tathā |tatra prākṛtako loko yogilokena bādhyate ||3||,彼世間凡夫 見二種相應,དེ་ལ་འཇིག་རྟེན་རྣམ་གཉིས་མཐོང་། ། རྣལ་འབྱོར་པ་དང་དེ་བཞིན་ཕན༤༣། །དེ་ལ་རྣལ་འབྱོར་འཇིག་རྟེན་གྱིས་། ། འཇིག་རྟེན་ཕལ་པ་སུན་ཡང་འབྱིན་། །༼༣༽,དེ་ལ་འཇིག་རྟེན་རྣམ་གཉིས་མཐོང་། ། རྣལ་འབྱོར་པ་དང་ཕལ་པ་འོ་། །དེ་ལ་འཇིག་རྟེན་ཕལ་པ་ནི་། ། རྣལ་འབྱོར་འཇིག་རྟེན་གྱིས་གནོད་ཅིང་། །,,"On distingue deux sortes d’hommes appurtenant au monde, c’est-à-dire se mouvant dans la spère de la vérité erronée, les méditatifs et les hommes ordinaires : la vue que les premiers ont des choses contredit et infirme celle qu’en ont les seconds.","Consequently, the world is seen to be divided into two parts, that of the Yogī and that of the vulgar; and perforce the vulgar world is distinguished from the world of the Yogī."
2a627ad171fb43aca2a1238dc20652ef,bādhyante dhīviśeṣeṇa yogino ’py uttarottaraiḥ |dṛṣṭāntenobhayeṣṭena kāryārtham avicārataḥ ||4||,害及勝害等 乃世相應事彼二事見已 見之乃爲智,གོང་མ་གོང་མའི་ཁྱད་པར་གྱིས་། ། རྣལ་འབྱོརད་པ་ཡང་སུན་འབྱིནད་ཏོ་། །དེ་ལྟར་རྣམ་གཉིས་མཐོང་བས་ན་། ། དེ་ཕྱིར་དོན་རྣམས་དཔྱད་པར་བྱ་། །༼༤༽,རྣལ་འབྱོར་པ་ཡང་བློ་ཁྱད་ཀྱིས་། ། གོང་མ་གོང་མ་རྣམས་ཀྱིས་གནོད་། །གཉི་ག་ཡང་ནི་འདོད་པའི་དཔེས་། ། འབྲས་བུའི་དོན་དུ་མ་དཔྱད་ཕྱིར་། །,,"Et les méditatifs, à leur tour, se contredisent en raison de la perfection de plus en plus grande de leur science : les plus sages voient mieux que les moins avancés. Encore qu’ils n’interprètent pas de la même manière cette compasaison de l’Écriture, ils reconnaissent tous que les choses sont semblables à un mirage, à une rêve, à une création magique ; ils sont d’accord pour infirmer l’opinion des hommes ordinaires.—En vue du but à atteindre, à savoir la qualité de Bouddha, il n’y a pas lieu d’examiner la valeur métaphysique des moyens : les méditatifs savent que ce sont des illusions, mais s’y appliquent néanmoins.","Even Yogīs are distinguished by differences of mental power; but because the purpose of all of them is the same, the aim of all of them is valid."
574fec8bebe749b1bbd185823375d904,lokena bhāvā dṛśyante kalpyante cāpi tattvataḥ |na tu māyāvad ity atra vivādo yogilokayoḥ ||5||,智見世間性 是喻於眞如此說無去來 智者無不見,འཇིག་རྟེན་པ་ཡིས་དངོས་མཐོང་ལ་། ། ཡང་དག་ཉིད་དུ་འང་རྟོག་པར་བྱེད་། །སྒྱུ་མ་བཞིན་དུ་མྱིན་བས་འདིར་། ། རྣལ་འབྱོརད་པ་དང་འཇིག་རྟེནད་རྩོད་། །༼༥༽,འཇིག་རྟེན་པ་ཡིས་དངོས་མཐོང་ཞིང་། ། ཡང་དག་ཉིད་དུའང་རྟོག་བྱེད་ཀྱི་། །སྒྱུ་མ་ལྟ་བུར་མིན་པས་འདིར་། ། རྣལ་འབྱོར་པ་དང་འཇིག་རྟེན་རྩོད་། །,,"Les hommes ordinaries voient et conçoivent les choses comme réelles, tandis que les méditatifs les conçoivent comme illusoires : tel est le conflit des méditatifs et des hommes ordinaires.",Things are seen by the world and they are assumed to be real; it is not realized that they are only illusion. Thus the quarrel between the Yogī and the worldly.
bd6a3b9db3654498a61d9d8263193bcb,pratyakṣam api rūpādi prasiddhyā na pramāṇataḥ |aśucyādiṣu śucyādiprasiddhir iva sā mṛṣā ||6||,色等甚分明 乃世相應事不淨而爲淨 智者喻有利,གཟུགས་སྩོགས་མངོན་སུམ་བློ་ཡིས་ནི་། ། རབ་དུ་གྲགས་ཀྱི་ཚད་མས་མྱིན་། །དེ་ནི་མྱི་གཙང་ལས་སྩོགས་ལ་། ། གཙ་སྩོགས་གྲགས་པ་བཞིན་སྟེ་བརྫུན་། །༼༦༽,གཟུགས་སོགས་མངོན་སུམ་ཉིད་ཀྱང་ནི་། ། གྲགས་པས་ཡིན་གྱི་ཚད་མས་མིན་། །དེ་ནི་མི་གཙང་ལ་སོགས་ལ་། ། གཙང་སོགས་གྲགས་པ་བཞིན་དུ་བརྫུན་། །,,"L’existence de la coleur, du son, etc. qui sont immédiatement perçus, n’est pas établie par de légitimes moyens de connaissance mais par l’acquiscement du monde ; cet acquiscement est erroné, comme celui qui reconnaît comme pur, permanent, agréable, etc. ce qui réellement est impur, impermanent.","Even sense perception with its classical argument based upon the proof of form and so forth, is not in accord with the criteria of valid knowledge. This is false, like the argument that purity and so on, is impurity and so on."
d5fc80764fd24baa9582f7286daa8237,lokāvatāraṇārthaṃ ca bhāvā nāthena deśitāḥ |tattvataḥ kṣaṇikā naite saṃvṛtyā ced virudhyate ||7||,爲知世間故 是說世間性爲見於眞如 見以刹那住,འཇིག་རྟེན་བཟུད་པར་བྱ་བའི་ཕྱིརད་། ། མགོན་པོ་ཡིས་ནི་དངོས་བསྟནད་ཏེ་། །,འཇིག་རྟེན་གཞུག་པའི་དོན་དུ་ནི་། ། མགོན་པོས་དངོས་བསྟན་དེ་ཉིད་དུ་། །དེ་དག་སྐད་ཅིག་མ་ཉིད་མིན་། ། ཀུན་རྫོབ་ཏུ་ཡང་འགལ་ཞེ་ན་། །,,"Si le Bouddha a enseigné l’existence des skandhas, éléments constitutifs des soi-disant individus, c’est pour introduire les créatures ignorantes et prévenues dans la connaissance de la « vacuité », et non pas en se plaçant au point de vue de la vérité vraie.—« Comment cela ? » dira-t-on ; « n’est-ce pas au point de vue de la vérité vraie que le Bouddha a enseigné le caractère momentane des skhandhas ? »—Erreur : les skandhas, etc., ne sont pas momentanés au point de vue de la vérité vraie, char, réellement, il n’existe pas de skandhas—« Il s’ensuivra donc », répliquera-t-on, « que les skandhas sont momentanés au point de vue de la vérité d’apparence, et cette affirmation est contredite par l’apparence, par l’expérience. »",For the sake of his appearance in the world things were taught by the Lord to be momentarily real. It is not because of the veiled truth if this is contradicted.
752347b4e24740e7b0f8fc61af0a7dcd,na doṣo yogisaṃvṛtyā lokāt te tattvadarśinaḥ |anyathā lokabādhā syād aśucis_trīṇirūpaṇe ||8||,世間行相應 此行無過失知女人不淨 異世諸害事,-,རྣལ་འབྱོར་ཀུན་རྫོབ་ཉེས་མེད་དེ་། ། འཇིག་རྟེན་ལ་ལྟོས་དེ་ཉིད་མཐོང་། །གཞན་དུ་བུད་མེད་མི་གཙང་བར་། ། དེས་རྟོག་འཇིག་རྟེན་གྱིས་གནོད་འགྱུར་། །,,"Erreur! Pour les méditatifs, qui connaissent la non-existence de individus, l’expérience comporte la momentanéité des skandhas ; et, comparés avec les hommes ordinaires, les méditatifs voient la vérité !—Rangez-vous à notre avis, ou bien nous répondrons ad hominem : Vous soutencez que les skandhas existend réellement et sont momentanes ; de notre côté, faisant appel à l’expérience des hommes ordinaires, nous dirons que le monde tient la femme comme « pure », et vous contredit quand vous la déclarez « impure ».","There is no corruption because of the veiled truth of the Yogīs, since they distinguish reality from the world. Otherwise, there would be worldly afflictions for them, as in the case of unclean women."
30a8617ae194447fad73a9cd9df146dd,māyopamāj jināt puṇyaṃ sadbhāve ’pi kathaṃ yathā |yadi māyopamaḥ sattvaḥ kiṃ punar jāyate mṛtaḥ ||9||,謂佛福虛幻 使我云何信有情若幻境 云何復生滅,སྒྱུ་མ་ལྟ་བུའི་རྒྱལ་བ་ལས་། ། བསོད་ནམས་འབྱུང་བར་གསུངས་པ་བཞིན་། །༼༧༽ གལ་ཏེ་སེམས་ཅན་སྒྱུ་འདྲ་ན་། ། ཤི་ནས་ཅི་སྟེ་སྐྱེ་ཞེ་ན་། །,སྒྱུ་འདྲའི་རྒྱལ་ལས་བསོད་ནམས་ནི་། ། ཇི་ལྟར་དངོས་ཡོད་ལ་ཇི་བཞིན་། །གལ་ཏེ་སེམས་ཅན་སྒྱུ་འདྲ་ན་། ། ཤི་ནས་ཇི་ལྟར་སྐྱེ་ཞེ་ན་། །,,"« Mais », dira-t-on, « quel mérite peut découler du culte d’un Bouddha illusoire ? »—La même question, répondous-nous, se pose dans les mêmes termes si le Bouddha est quelque chose de réel. « Soit ; mais si ce qu’on appelle « créature » est une chose illusoire, comment cette créature, une fois morte renaît-elle ? »— Parce que l’illusion, qui constitue cette créature, dure aussi longtemps que le complexe des causes qui la produit.","On the other hand, how is there any value regarding so-called reality, even concerning the Conqueror, who is equated to illusion? If a being is the same as illusion, how much less is it to be born? or to have died?"
3a986a3b91ae4853b55fa8401e247a69,yāvat pratyayasāmagrī tāvan māyāpi vartate |dīrghasaṃtānamātreṇa kathaṃ sattvo ’sti satyataḥ ||10||,彼因集和合 乃得於幻緣有情種子生 云何有眞實,ཅི་སྲིད་རྐྱེན་རྣམས་ཚོགས་འགྱུརད་པའ་། ། དེ་སྲིད་སྒྱུ་མ་འང་འབྱུང་བར་འགྱུར་། །༼༨༽ རྒྱུན་རིང་ཙམ་གྱིས་ཅི་ལྟར་ན་། ། དངོས་པོ་བདེན་པར་ཡོད་པ་ཡིན་། །,ཇི་སྲིད་རྐྱེན་རྣམས་འཚོགས་གྱུར་པ་། ། དེ་སྲིད་སྒྱུ་མའང་འབྱུང་བར་འགྱུར་། །རྒྱུན་རིང་ཙམ་གྱིས་ཇི་ལྟར་ན་། ། སེམས་ཅན་བདེན་པར་ཡོད་པ་ཡིན་། །,,"Certaines illusions, comme une création magique par exemple, durent peu de temps ; la créature, illusoire aussi, se prolonge en longue série : c’est la seule différence, qui ne fait pas que la créature existe réellement.","As long as there is totality of causes, to that very extent, illusion conceals; for how is a profound continuity of elements really real?"
