id,P001786,P001787,P001788,P001789,P001790,P001791
8ab10e8a273449bea43e2d99906d80c3,saṃjīvaḥ,ཡང་སོས,更活,-,,-
9874adfebcfe4de9b4c0b31f4be32d8a,kālasūtraḥ,ཐིག་ནག,黑繩,-,,-
9e2b8500e1da4fe0825626dd753db044,saṃghātaḥ,བསྡུས་འཇོམས,石磕; 眾合,-,,-
7117986bcdd04b00b171f8c041e134d4,rauravaḥ,ངུ་འབོད,號; 號叫,-,,-
994d7214f5704dad9da36bbc5efa8989,mahārauravaḥ,ངུ་འབོད་ཆེན་པོ,大叫,-,,-
4cecf1459db44603af5af76ee83d8093,tāpanaḥ,ཚ་བ,熱; 炎熱,-,,-
412addf57b384dcbaa77f3a6aa9314d8,mahātāpanaḥ (pratāpanaḥ),རབ་ཏུ་ཚ་བ,最熱; 極熱,-,,-
2d1299ac817d4225b0cdbfc4da38a77d,avīciḥ,མནར་མེད་པ,阿鼻; 無間,-,,-
5623629cc6684af690401758eefb553e,,གྲང་བའི་སེམས་ཅན་དམྱལ་བའའམིང་ལ,寒地獄,-,,-
21216913cda840f5a8f7b9dac0a21da2,arbudaḥ,ཆུ་བུར་ཅན,水泡; 皰,-,,-
d5eb83e53be04623b0d70f9a25a4b704,nirarbudaḥ,ཆུ་བུར་བརྡོལ་བ,水泡裂; 皰裂,-,,-
09b70b2edd1b47f0b9883c1f779b8e01,aṭaṭaḥ,སོ་ཐམ་ཐམ་པ,長嘆; 頞哳吒,-,,-
d68229f642454ecba583a9564d1616cf,hahavaḥ,ཀྱི་ཧུད་ཟེར་བ,臛臛婆,-,,-
344f2d12809e4e2a91b3b70ed89e6727,huhuvaḥ,ཨ་ཆུ་ཟེར་བ,虎虎婆,-,,-
6269d9651aa445f4a125226c1c9c7a4b,utpalaḥ,ཨུཏ་པ་ལ་ལྟར་གས་པ,裂如優缽羅; 青蓮華,-,,-
300df61afaf04569aadaf8677c4833ab,padmaḥ,པདམ་ལྟར་གས་པ,裂如蓮花; 紅蓮華,-,,-
9035d3b642484f09b0eecaa92c87f9ed,mahāpadmaḥ,པདམ་ལྟར་གས་པ་ཆེན་པོ,裂如大蓮; 大紅蓮華,-,,-
e30f46ed00a84c9a816c1e478bc0d370,"kukūlam, kukkulam",མེ་མ་མུར,火星焰; 煻煨,-,,-
69f810b140134d63b53ca8a50972e7da,kuṇapam,རོ་མྱགས,不淨; 屍糞,-,,-
29e014eff9064d00874bf31da57e2e02,ksuradhāraḥ,སྤུ་གྲིའི་སོ,歹刃; 利刃,-,,-
ae3d4359a55a4652b9276b90631ab81c,asidhāraḥ,རལ་གྲིའི་སོ,劍刃,-,,-
58f7afae5d6341708b0a63599840b5d9,ayaḥśalmalīvanam (ayāḥśalmalīvanam),ལྕགས་ཀྱི་ཤིང་ཤལ་མ་རིའི་ནགས,刀葉森林; 鐵刺林,-,,-
7b86f461d87f4fed99f5053fb11a8635,asipattravanam,ལོ་མ་རལ་གྲི་ལྟ་བུའི་ནགས,刀葉森林; 劍葉林,-,,-
8225ce745e894afc9dcbd3aa758b0557,ayoguḍaḥ,ལྕགས་ཀྱི་ཐོ་ལུམ,鐵丸,-,,-
4c8d5117c07d450a8d8086c12eee652e,pratyekanarakaḥ (atyekanarakaḥ),ཉི་ཙེའི་སེམས་ཅན་དམྱལ་བ,雜地獄; 孤獨地獄,-,,-
edd1cee9166642fa9afc9e188f3beec3,saṃcchidyate,གཅོད,砍截,-,,-
251b4dd55df04210aa13b45c0db7f904,bhindanti,འབིགས,侵戮,-,,-
faeb08ec1a754c63a27c8f6a1742d4e3,viśīryate,ཞིག་པར་འགྱུར་བའམ་སྙིལ་བ,粉碎,-,,-
4983226b7e044e56b1c48d950b4b5336,nyaṅkuṭā nāma prāṇī (nyaṭkā nā nyakuṭa),འབུ་མཆུ་རྣོན་ཞེས་བྱ་བ,虫嘴快利者; 糞尿虫,-,,-
aa2c431df7354b6994a2068254cc9ae6,ayastuṇḍanāmāno (ayastuṇḍanāmanī),ཁྭ་ལྕགས་ཀྱི་མཆུ་ཞེས་བྱ་བ,鐵嘴鳥鴨; 鐵嘴鳥,-,,-
ff4f22caf5bd4e30b2e36c41f5b80096,mastakaṃ nirlikhanti (mastakaṃ nilikhanti),ཀླད་རྒྱས་འཐོགས་པ,撏食腦,-,,-
4f17aac43ca0476092f99e9e59887af0,ārtasvaraṃ krandanti,ཉམ་ཐག་པའི་ང་རོས་འབྱིན་པའམ་འོ་དོད་འབོད་པའམ་ཆོ་ངེས་འདེབས་པ,呻吟號叫; 哀吟; 號叫走跳; 號叫; 號叫,-,,-
24a840da30ab4d928eeaeb1f752a80a6,dhāvati (dhāvatī),རྒྱུག,行走,-,,-
5723efda649c4f02b6df76bcf1e16eae,aṣṭādaśavidyā sthānāni,རིག་པའི་གནས་བཅུ་བརྒྱད་ཀྱི་མིང་ལ,十八種藝名目; 十八明處,-,,-
9c7431338db0420a9da4ae018b42abeb,gandharvaḥ,རོལ་མོ,音樂,-,,-
6c39cecd0cf4430b82fb4de97a614dc4,vaiśikam,འཁྲིག་ཐབས,春方,-,,-
4d31d3e1dd2c4aaf9e7502d460551538,vārttā,འཚོ་ཆས,生藝,-,,-
dd2d349a64b8490ea81c31a94d7f72b7,sāṃkhyā,གྲངས་ཅན,數目,-,,-
6c1ab1963727465f8adeb1dc6328acda,śabdaḥ,སྒྲ,音,-,,-
ed79d15e0b1241f289d1d11ca95ec5c6,cikitsitam,གསོ་བའི་དབྱད,察醫方; 醫方,-,,-
18b617ebc3934d1ba09a271e44753f07,nītiḥ,ཆོས་ལུགས,禮法; 禮方,-,,-
196c06caaa5345bb9dda09b1f324ed8a,śilpaḥ,བཟོ,造作; 工巧,-,,-
577c5576a50447cdbfefb445da826aa3,dhanurvedaḥ,འཕོང་དཔྱད,射方,-,,-
fc6d90fc9cf943ee8e9a3f65837d48a4,hetuḥ,གཏན་ཚིགས,正語; 因; 成語,-,,-
75c28424c0e046009d0b99c2f91c18a3,yogaḥ,རྣལ་འབྱོར,修習; 相應,-,,-
449bb878324b491dbba095696645df31,śrutiḥ,ཐོས་པ,聞,-,,-
511db57a34754290a254d7886d24adfd,smṛtiḥ,དྲན་པ,念,-,,-
777015d1cf864b57934d9f89bbdbac3f,jyotiṣam,སྐར་མའི་དཔྱད,觀星,-,,-
f7df6fdeec4d4181af257de40dd12ec4,gaṇitam,རྩིས,算法,-,,-
c731a183de774a758e8c983e5dbe08e4,māyā,མིག་འཕྲུལ,幻法; 幻目,-,,-
567e42e7e141402c92317be2acabb625,purāṇam,སྔོན་གྱི་རབས,先世,-,,-
69107ed1453b47f18f24af365d2f7d25,itihāsakam,སྔོན་བྱུང་བ,古出; 古事,-,,-
35e37b9728d14a16bc5bbfac0497652f,,བཟོའི་གནས་དང་སྒྱུ་རྩལ་གྱི་མིང་ལ,工巧處・技藝等,-,,-
42c6c53d1c7542489fc956f48d49e4b0,kalā,སྒྱུ་རྩལ,奇法,-,,-
ba198c41fd9441fbaed484cb74491720,lipiḥ,ཡི་གེ,書字,-,,-
6016fe944b404826bfe1ae0bdb7982a9,mudrā,ལག་རྩིས,手算,-,,-
5203a4623a544d45bccb40e70e4c82e0,saṃkhyā,གྲངས,數目,-,,-
b14f199f4a9a4078bb46b622a4f4686d,gaṇanā,རྩིས,算,-,,-
a6058e86d94c481fa8f7c4c132aeee31,muṣṭibandhaḥ,འཛིན་སྟངས,持法; 結拳,-,,-
4824f25549c54ac2a5fa2000d5d221e2,śikhābandhaḥ (sikharbandhaḥ),ཐོར་ཚུགས ༼ཐོར་ཙུགས༽,頂髻,-,,-
67a939cc82934e4390217ae5f1101dc4,pādabandhaḥ,གོམ་སྟངས ༼གོམ་སྟབས༽,行等; 步法,-,,-
c590f917e33042358752a6a2d0e044a7,aṅkuśagrahaḥ,ལྕག་ཀྱུས་ཐབས,能弄鐵鉤; 執鉤,-,,-
a3a4c411f3524943bcb3d3affe507f97,"tsarau (tsārau, śirau aserau, sārau)",རལ་གྲིའི་ཐབས,能弄劍; 劍法,-,,-
6c1a692906fa41378c64c30fc4fad7de,pāśagrahaḥ,ཞགས་པ་གདབ་པ,能弄索; 執索; 索法,-,,-
b36c33e724604c6f9b910aa2414dc8e7,tomaragrahaḥ,མདའ་བོ་ཆེ་འཕེན་ཐབས,能射箭; 執大箭; 射大箭法,-,,-
0ae7a32de93f446c87e39f9540e5f611,iṣvastrācāryaḥ,འཕོང་གི་སློབ་དཔོན,射箭師; 射師,-,,-
f61eaee0300c494a8de5d971aee85f0e,niryāṇam (niryānam),མདུན་དུ་སྣུར་བ,能使鎗; 前進,-,,-
ee32770296274ac88e17b536ea6a7833,apayānam,ཕྱིར་བསྣུར་བ,能回; 後退,-,,-
5b4f5c24e66c4880b8efd40737733df7,chedyam,གཅད་པ,後截; 斷截,-,,-
a78391c35d8547ae990142b262f185d0,bhedyam,དྲལ་བ,開除,-,,-
e8a08d4d73264d4483b00380d9dac21b,vedhyam (vetyam),དབུག་པ,按; 透,-,,-
0ec015e62ab2484991216e86cf44c585,dūravedhaḥ,རྒྱང་ནས་ཕོག་པ ༼རྒྱང་མདས་འཕོག་པ༽,射遠中; 射從遠中,-,,-
4e6f0a5d8e4f4fcca68e6283324e6070,śabdavedhaḥ,སྒྲ་གྲག་པར་ཕོག་པ,中響了,-,,-
129158fae068445db0bbea04477e9670,marmavedhaḥ,གནད་དུ་ཕོག་པ,中正處,-,,-
0fa5c6092ddb4bd896feeb8fd42717e0,akṣuṇṇavedhaḥ (akṣuṇavedhaḥ),མི་འཆོར་བར་ཕོག་པ,不失長中; 不亂中,-,,-
9ca57fb1d41d4084a1e717b3276ff978,dṛḍhaprahāritā,ཚབ་ཆེ་བ,利害,-,,-
8d115cc67d7a49ed96d98ed4ed7a3088,pañcasu sthāneṣu kṛtāvī saṃvṛttaḥ,གནས་ལྔ་ལ་བྱང་བར་གྱུར་རོ,熟於五事; 熟於五明,-,,-
16abb05aa2294deaa01b1949b193adab,laṅghitam,མཆོངས་པ,跳,-,,-
695cc24a5af84368ac72c39550e6c684,sālambhaḥ,གྱད་ཀྱི་འཛིན་སྟངས,殊勝持護; 力士相,-,,-
5d4ecb065d504635b51beb9fd3913abf,jāvitam,བང,走; 顛,-,,-
14527019d3b641449ae173c01193847d,plavitam,རྐྱལ,跑,-,,-
8274c912c27a47c1b460620691ccf48a,taraṇam,རྒལ་བ,騙,-,,-
256869a3fdb14b6f80f91a65ab4090ef,hastigrīvā,གླང་པོ་ཆེའི་གཉར་ཞོན་པ,乘象; 象頸,-,,-
6bd0058649bd4d7caae0aa80e1e963ce,aśvapṛṣṭhaḥ,རྟ་ལ་གཞོན་པ,乘馬; 馬背,-,,-
99102e1016f547a28bd501f026f60a36,rathaḥ,ཤིང་རྟའི་ཐབས,能使車; 御法,-,,-
88b772d176814f23bc59916a68dec122,dhanuṣkalāpakaḥ (dhanuskalāṣa),མདའ་གཞུ,弓箭; 持弓箭者; 箭弓,-,,-
50a1cb33851c46a783161bfc9b96ba9d,bāhuvyāyāmaḥ,འགྱེད་སྟོབས,具力; 勞臂; 開力; 操臂,-,,-
437fbfddb866456da761e90b8b0bc642,,རོལ་མོ་བྱེད་པ་དང་སྤྱད་ཀྱི་མིང་ལ,樂器等,-,,-
3af39cccba4d45539279f15dbf1f3d91,nartakaḥ,གར་མཁན་ནམ་བྲོ་མཁན,舞者,-,,-
59e75a5c85e842b29098e3b93553b427,naṭaḥ (nāṭaḥ),གར་རམ་བྲོའམ་བྲོ་གར,作舞,-,,-
c7e6cbce9e614d1fa5683f01c670fb09,bherī (bheri),རྔ་བོ་ཆེ,大鼓,-,,-
9a9bf23e63aa42acae168ac22ed1b7db,mṛdaṅgaḥ,རྫ་རྔ,杖鼓,-,,-
0f991666105842a8af26a0ad51082046,dundubhiḥ,རྔ ༼རྔ་བོ་ཆེ༽,大鼓,-,,-
23665851d9594fbf843556734c20fc22,murajā (murajaḥ),རྫ་རྔ་ཆེན་པོ,大杖鼓,-,,-
f74e2f527a61493bab9b6c7a52f5be7c,paṇavaḥ,འཁར་རྔ,打鐶,-,,-
2a4b68b5134d475397567a4181a74a34,tuṇavaḥ,པི་ཝང་རྒྱུད་གཅིག་པ,一弦琵琶,-,,-
ad2f9520e35341b382b9ea8a113b3926,"jharjharī (jhallari, śallarī)",རྫ་རྔ་ཁ་གཅིག་པ,一面杖鼓,-,,-
7ddb04fc573741f1a9fac2d657264cd1,jhallarī (ṛllarī),ལྕགས་ཀྱི་སིལ་ཁྲོལ,搖銕鈴; 鐵鈴,-,,-
61a8ba6e0ca24b658d31e129844a56f5,śamyā (śampā),ཁར་དཀྲོལ,打鑼; 銅鈴,-,,-
a1d4f6443c0441f48550b02d06dcdc8f,vallarī,པི་ཝང་རྒྱུད་གསུམ་པ,三弦琵琶,-,,-
18eca9944f2f46aa997c63d262efcfce,mukundaḥ,རྔ་མུ་ཀུན་ད,鼓音美; 圓鼓,-,,-
7fcb4d0a5c7c4c79bce799adfef785e6,tūryam,སིལ་སྙན,鐃,-,,-
805c61ad696b480c967ab1eeccd56e56,saṃgītiḥ,གླུ་དབྱངས,謳歌者,-,,-
fc9e8e83f99243ff8174c70ef7b0c8dc,tāḍāvacaraḥ (tāṭāvacāraḥ),ཕེག་རྡོབ་པ,拍板,-,,-
519c56666169413eb4695c469c7a7b4d,vādyam,རོལ་མོའི་སྒྲ,音樂,-,,-
9e79fd697808423e81847c53e5983ead,vīṇā,པི་ཝང ༼པི་བང༽,琵琶,-,,-
80000cec4b8b48e2acaf2985932de84d,vaṃśaḥ (vaṃsaḥ),གླིང་བུ,笛; 簫,-,,-
0fbf6c2dc50845eb9d150258843d20aa,,གླུ་དབྱངས་ཀྱི་མིང་ལ,七音階,-,,-
bc11f71000bb48fa933474b4c08bad06,madhyamaḥ,བར་མ་པ,中婦; 第四或第五音; 中令,-,,-
222dae2db9cc4ae0b29429e665893412,ṛṣabhaḥ,དྲང་སྲོང་བ,神仙; 第二音; 神仙曲,-,,-
e1f7d5a2027d4df0b5da4bf7c09fc518,"gandhāraḥ (gāndharaḥ, gandharaḥ)",ས་འཛིན་པ,持地; 第三音; 持地調,-,,-
3b0a003c1b0c495dad0f0ac019d282c9,ṣaḍjaḥ (sajja),དྲུག་ལྡན,具六; 第一音,-,,-
e3427710a5e1484093f392d081cc8c40,pañcamaḥ,ལྔ་བ,等五; 第五音; 五,-,,-
cce0b8b56998464c84f2aeeb0fde7160,dhaivatah,བློ་གསལ,聰明; 第六音; 明意,-,,-
c896fc1a1ecb4d5481a2fbd560eb7d8a,niṣādaḥ (niṣādhaḥ),འཁོར་ཉན,近聞; 第七音,-,,-
130faf0036074a13beb3ac61cb5ab4e4,,གར་ཐབས་ཀྱི་རྣམས་གྲངས་ལ,舞蹈,-,,-
fe88388f9ef44f92a0cd93718d390e1a,śṛṅgāraḥ,སྟེགས་པའམ་སྒེག་པའམ་འཛིམ་པ,舉; 執; 搖,-,,-
369be982d5494bf1a978969d68428363,vīraḥ,དཔའ་བོ,勇猛; 勇,-,,-
7bc6e64b49ad48ff853530e0cd2f8ac4,bībhatsaḥ,མི་སྡུག་པ,醜,-,,-
945849654aa54c628b292a096be8a08b,raudraḥ,དྲག་ཤུལ་ཅན,勇猛,-,,-
4621f255fa594074a7f45519c1ff611f,hāsyam,བཞད་གད,笑,-,,-
03fea31017b0437a89067640d1bd7014,bhayānakaḥ,འཇིགས་སུ་རུང་བ,暴惡,-,,-
bdba0f51d47d409d9ec9fe4be284bc85,kāruṇyam (karuṇā),སྙིང་རྗེ་བ,慈悲,-,,-
7c05af11a2d34ed38b1af41a92c4fd78,abdhūtaḥ (arbhutaḥ),རྔམ་པ,敖相,-,,-
b78d28f5f8844ed8ae560fa6815094c3,śāntam,ཞི་བ,柔善,-,,-
7df8dbb27d914794907751904165549b,tāṇḍavaḥ,གར,舞,-,,-
dd338464a10148cc9b07c50ae2a5ab0a,brāhmaṇavihārakarmāṇi,བྲམ་ཟེའི་གཙུག་ལག་དང་ལས་ཀྱི་མིང་ལ,婆羅門經與行等名,-,,-
a1c1d0cdd43148f4aff84a26b95b604f,ṛgvedaḥ,ངེས་བརྗོད་ཀྱི་རིག་བྱེད,作明實說; 明實說,-,,-
a411e7a1d82445dcba8d71d8f31db5b9,yajurvedaḥ,མཆོད་སྦྱིན་གྱི་རིག་བྱེད,作明供施; 祭祀智論,-,,-
348ce9cb93f1488aa92ed12cc9b18087,sāmavedaḥ,སྙན་ཚིག་གི་རིག་བྱེད,作明美言; 禮儀美言智論,-,,-
a0c00087fde844c6b03df194df640392,atharvavedaḥ (atharvaṇavedaḥ),སྲིད་སྲུངས་གི་རིག་བྱེད,作明護有; 異能護方智論,-,,-
100a0c2cc3af43dca2cfeff38ee382d9,nighaṇṭuḥ (nigaṇṭuḥ),སྒྲ་ངེས་པར་བརྗོད་པ,美音相合; 聲音相合,-,,-
300f2fd8e9604fa6bd22d74562f920bf,kaiṭabhaḥ,ཤེས་གསལ,明知; 知明,-,,-
5c56af5d1ad84da69b3de98d63662d42,āyurvedaḥ,ཚེའི་རིག་བྱེད,作明對; 方命智論,-,,-
5513fb47e7a444eab66f1cbde9031820,vāstuvidyā (vastuvidyā),ཁྱིམ་བརྟག་པའི་དཔྱད,相宅地,-,,-
2aab25d7b44c4d54910ff46d5105be26,aṅgamaṇividyā (adgāmaṇividyā),ཤ་མཚན་གྱི་དཔྱད,相面色; 觀相氣色,-,,-
f657decab90b4cc2bd3fe0468a31df2a,piplvadhyāya (śilpādhyāyaḥ pilpā),སྨེ་བའི་དཔྱད,相痣,-,,-
fbd30c78775447f3a1f0a62c8e421f5b,vāyasavidyā,ཁྭ་སྐད་ཤེས་པ,識鴉音,-,,-
c4f6211a411743c5b01c823efee2d30a,śakuṇavidyā,ལ་ཉེའམ་ལྟས་ཀྱི་རིག་པ,數學,-,,-
f1d441636e5f463fa9a31ec20f2c8af0,jyotirvidyā,སྐར་མའི་རིག་པ,識星宿,-,,-
73a833ec122347d2972f7b3251457b04,samudralakṣaṇam,རྒྱ་མཚོའི་མཚན་གྱི་དཔྱད,相海,-,,-
9266824194394645a05fa2d58e28dde5,aśvamedhayajñaḥ (aśvayedhayajñaḥ),རྟ་གཙང་གི་མཆོད་སྦྱིན,相供施; 馬祠; 淨馬供施,-,,-
f567a8b8606149d59d47f76194a1d1ef,puruṣamedhayajñaḥ,མི་གཙང་བའི་མཆོད་སྦྱིན,米藏供施; 人祠; 淨人施供,-,,-
86556da2341a4a9cbd87320ac5fd01d2,yajñam,མཆོད་སྦྱིན་བྱས,已作供施; 祭祠,-,,-
5a5d274059d24e82a650e3d4cdfb39c0,iṣṭiḥ,མཆོད་སྦྱིན་བྱས,已作供施; 祭祠,-,,-
85972c605ab249938ff36e9b270aebf5,,བྲམ་ཟེའི་ལས་རྣམ་པ་དྲུག་གི་མིང་ལ,婆羅門六種行為,-,,-
1ea0ec5d268343578a432b99093f7ce5,yajanam,མཆོད་སྦྱིན,供施,-,,-
1a33e7c3138e44c3b103c43e97abd2e5,yājanam,མཆོད་སྦྱིན་བྱེད་དུ་འཇུག་པ,入供施,-,,-
1f1275c689d4497caa3a76fdf1e30ded,adhyahanam,ཚིག་འདོན་པ,念誦,-,,-
7b3358308f614393ab978a415c066ac0,"adhyāpanam (adhyāyanam,  adhyāyinam,  aghyanam)",ཚིག་འདོན་དུ་འཇུག་པ,出言; 令念誦,-,,-
210af5f54570458ea1a8dc00824682d3,dānam,སྦྱིན་པ,布施,-,,-
a6e6fbe015824f45adeac0306d6efcc1,pratigrahaḥ,ལེན་པ,取,-,,-
7a285b59da6c477d987dd0136662788f,,སྐད་གོ་མཐུན་གྱི་མིང་ལ,雜語,-,,-
b98e5ec0cf51470aae88f8822105a20f,anekam,དུ་མ,多; 頻,-,,-
67c45bfa417e4a28abeed93b9f335949,vargaḥ (vargam),སྡེའམ་ཚན་ནམ་ཚོགས,多; 頻,-,,-
8a60daed5d54425ba479817da5e245b1,nicayaḥ,མང་པོའམ་ཕལ་པོ་ཆེའམ་ཕུང་པོ,部; 聚會,-,,-
f22416c2d98e418a9578d37ec0d9d6bd,sainyam,སྡེའམ་དམག,多廣; 多; 多或蓋; 蓋; 或堆; 堆,-,,-
6f7afcdd209143e4ac851a9a99103469,senā,སྡེའམ་དམག,部; 軍,-,,-
2a41d59df2e946b2b7eaf6483adbf719,pūgaḥ (yūgaḥ),མང་པོ,多,-,,-
9855e52a73e14922ade5772522f5c7cb,gaṇaḥ,ཚོགས,聚,-,,-
e3ee977384454eaa9801c17587b28c35,saṃghaḥ,དགེ་འདུན་ནམ་མང་པོའམ་ཚོགས,多; 聚; 廣聚僧; 和合僧; 僧伽,-,,-
b7d494f375ab4cf48f93c3fdaac74053,vṛndaḥ,ཚོགས་སམ་ཁྱུའམ་འདུས་པ,聚群; 群眾; 聚,-,,-
79d6bbc1859445d897ba4644dd1d2b05,bhūyiṣṭhaḥ,མང་དུའམ་ཕལ་མོ་ཆེ,多; 頻,-,,-
bd4c69ace1c2487bb3290d76541a771a,saṃkhyām api,གྲངས་སུ་ཡང,數; 類則,-,,-
002cbba09ddb449d9e174b63f9d6130e,kalām api,ཆར་ཡང,現; 分則,-,,-
7c4149c670b74afb8e7f2d34d664f760,gaṇanām api,བགྲང་བར་ཡང,數則,-,,-
1c113cee420f4d61b25b8cf1ecb1464d,upamām api,དཔེར་ཡང,比喻; 喻則,-,,-
36bd1458766947d9b4c0266f97789d4c,upaniṣadam api,རྒྱུར་ཡང,因; 作因則,-,,-
22554373d76347689689103aa13fcdfb,nopaiti,མི་ཆོག་གམ་མི་ཕོད་དམ་ཉེ་བར་མི་འགྲོ,不敢; 不近行; 近行,-,,-
c30f9af9d1354ad7b7486e1d4b91bb83,na kṣamate,མི་བཟོད,不忍,-,,-
2e83338dc9644fe18d730a7c5ba53ebe,lakṣyam (lakṣa),འབེན,寂靜; 箭把子,-,,-
800e34d46f0a42228df2e6523e40657b,"sainikakathā (senikakathā,  senākathā)",དམག་གི་གཏམ,軍語; 軍論,-,,-
bdd3f767141248adba386b5481fd792d,kāṇḍam ūrdhvamukhaṃ kṣiptam,མདའ་གནམ་རྒྱང་དུ་འཕངས་པའམ་མདའ་རྩེ་མོ་གྱེན་དུ་བསྟན་ཏེ་འཕངས་པ,箭望射遠; 箭向上射; 箭頭示實而射,-,,-
6bb10034217d4e56aaa3694fabc312a9,svargopagaḥ,མཐོ་རིས་སུ་འགྲོ་བ,生於人天,-,,-
8d3d4d49cd1d489da6343ee2b880c004,gacchati,འགྲོ,行; 去,-,,-
68c0de7e01a24088accd6303af58c033,āgacchati,འོང,來,-,,-
41770e86d3b44b5b859edf5f23c8e7e8,āgamanirgamau,འོང་བ་དང་འགྲོ་བ,來去; 來與去,-,,-
b1024645ad2548ee95cf6a0904df2321,pratikramati,ཕྱིར་ལྡོག,回還; 還,-,,-
48e088d6e9f344559710eefc1b34cfb3,abhikramati (atikramati),མངོན་དུ་འོང་ངམ་འོང,現來; 來,-,,-
f02a79695a414cd2af3db8a864ddeea7,apratyudāvartanīyaḥ,ཕྱིར་བཟློག་ཏུ་མི་རུང་བ,中迴遮; 不能迴遮者,-,,-
f6aedc3fc956421cbff96a534080343e,apakramitavyam,ནུར་བའམ་ཕྱིར་དགྱེད་པར་བྱ་བ,退作喜; 退散; 退,-,,-
2fec906e9c4f43fcba649cb96f28d1a2,saṃnikṛṣṭaḥ,ཉེ་བ,近,-,,-
aa67098d19a24be8bd9b59ca1c3f46a2,viprakṛṣṭaḥ,རྒྱང་རིང་བའམ་བསྐལ་བ,遠; 卻,-,,-
a4bfef1595a244d3aabd8f15d0e8314d,saṃcarati,རྒྱུ,行; 跑,-,,-
b5c5b1e8a3334639bae9635358365745,upasarpati (upasaryati),ཉེ་བར་འགྲོ་བ,近行,-,,-
ad2927f8eac843a3852d844bb62bf773,anuyātrikāḥ (anuprātrakaḥ),ཕྱི་བཞིན་འབྲང་བ,隨回; 隨後,-,,-
e42fa0f21d8043f7887cb6fa0bbbc0fb,pratyudāvṛttaḥ,ཕྱིར་ལོག་པ,回還; 回,-,,-
8a47b8b8be42434a89a61e17423ac748,pārāyaṇam,ཕ་རོལ་ཏུ་འགྲོ་བ,往彼,-,,-
034a7fc34a5a420680903124182f4e9f,bhrāmayanti (bhramayanti),འཕྱན་པའམ་འཁྱམ་པ,跳走; 迷; 悠悠,-,,-
ac918251b40c4865a9d4ac4d363d009b,āsannībhūtaḥ,ཉེ་བར་གྱུར་རམ་བསྟེན,近; 倚,-,,-
d239f576931741bf9a61e87da5784d18,apratinirvartī (apratirvāti),མི་ལྡོག་པ,不還退; 不退,-,,-
850cc3aa866e4e99af8bce45a05fd0bd,uparataḥ,ཞིག་པའམ་མེད་པར་གྱུར་བ,壞; 不現,-,,-
ccb89b8b54ef41e680ad17456c434d1e,nātidūram,ཧ་ཅང་ཡང་མི་རིང,十方不遠; 不甚遠,-,,-
82ab2c03ebff43bba69aef4562a7f4dc,nātyāsannam,ཧ་ཅང་ཡང་མི་ཉེ,十方不近; 不甚近,-,,-
8640ce290b8742228cd1b57259e4907f,paribhramati (paribhramate),ཀུན་ཏུ་འཁྱམ་པ,普遊行,-,,-
a72a331f4b90463eba4bec1094551f14,pratyāgamanam,ཕྱིར་འོང་བ,回來,-,,-
9e2ae5492c7b4a85801cd03582d8ee03,"anvāhiṇḍya (anvāhiṇḍu,  andhahiṇḍya)",བསྐོར་ནས་སམ་བྱུལ་ནས,圍繞; 圍繞而出,-,,-
7648da69906e4fec985ebada70e7fa56,prayāṇam,འགྲོ་བའམ་འཇུག་པ,行; 入,-,,-
60f1fda8a8924c4dabc9a22e969e9be6,anveti,རྗེས་སུ་འགྲོ་བ,隨入,-,,-
ef06c31746f648aa9c73792302324cb8,saṃkocaḥ,བསྐུམ་པའམ་ཞུམ་པ,踡; 怯,-,,-
2b3b4b78fc2f4c2787760e726e3f7cdf,prasāraḥ,བརྐྱང་བ,展,-,,-
3a0f0dca6c1648ee818a97d478ef067f,utkṣepaḥ,འདེགས་པ,舉,-,,-
fac7ddea884a48ac8ae16741a13a6c35,prakṣepaḥ,འཇོག་པ,安,-,,-
a961b13b17094a80b37d67f3e5fa908b,prasthaḥ,གད་ཁ,崖,-,,-
d36dc47b2f5d4dc991dbdece1b0b5405,prapātaḥ,གྱངས,嶮峻,-,,-
2a324f43a2be4b6282ba8468d607c2dc,gartaḥ,ཁུང་ངམ་དོང,井; 津,-,,-
f361d5eac18140278aa0e320ee1dcf78,parikhā,འོབས,溝,-,,-
84bccf7c578542c3a1b3baae6cacf784,mārgajinaḥ (margajinaḥ),ལམ་རྒྱལ་བ,勝道,-,,-
8159c776299341cc81c2878f1c58e2cb,"mārgadeśikaḥ,  mārgadarśikaḥ",ལམ་སྟོན་པ,引導,-,,-
6aeecbb9dcd64c56a3c5c1868cf064dc,mārgajīvī,ལམ་གྱིས་འཚོ་བ,道養者; 以道養者,-,,-
dc7ee6d508fd4ab8a8a55a7c13c3e84f,"mārgadūṣī (margaduṣti,  margadsusī)",ལམ་སུན་པར་བྱེད་པ,能窮道,-,,-
6fd690ebf898407f8b07c222b3cefed0,srota āpattipratipannaḥ,རྒྱུན་དུ་ཞུགས་པའི་ལམ་ལ་འཇུག་པ,入預流向,-,,-
bccaacde2165497a9fb9872469a58790,srota āpannaḥ,རྒྱུན་དུ་ཞུགས་པ,預流,-,,-
a98dc164b880468c88d0fff3e4793ae2,sakṛdāgāmipratipannaḥ (sakṛdāgamīpratipannaḥ),ལན་ཅིག་ཕྱིར་འོང་བ་ལ་འཇུག་པ,入不還; 一來向; 入一還,-,,-
